Employee_1D,city,gender,HR Analytics,University Grade,education_level,Has HR expereince,experience,Job changes,Training hours,company_size,Get HR Analytics Job? 
166384,city_103,Male,Has relevent experience,Grade 3,Graduate,Yes,15,3,,100-500,Yes
166431,city_160,,Has relevent experience,Grade 1,Graduate,Yes,4,2,,,No
166523,city_46,Male,Has relevent experience,Grade 1,Graduate,Yes,5,>4,,,No
166597,city_100,Male,No relevent experience,Grade 2,,Yes,3,,,,Yes
166687,city_160,Male,Has relevent experience,Grade 3,Graduate,Yes,>20,1,,,Yes
166728,city_61,,No relevent experience,Grade 3,High School,Yes,4,never,,,Yes
166783,city_21,Male,No relevent experience,Grade 3,High School,Yes,5,4,,,No
166821,city_136,Male,Has relevent experience,Grade 1,Masters,Yes,9,1,,50-99,Yes
166893,city_36,,Has relevent experience,Grade 2,Graduate,Yes,7,1,,500-999,Yes
166981,city_16,Male,Has relevent experience,Grade 2,Graduate,Yes,11,2,,1000-4999,Yes
167018,city_150,,No relevent experience,Grade 2,High School,Yes,<1,never,,,Yes
167077,city_114,Male,No relevent experience,Grade 2,High School,Yes,6,4,,50-99,Yes
167079,city_103,Male,Has relevent experience,Grade 2,Graduate,Yes,7,1,,10000+,Yes
167101,city_103,Male,Has relevent experience,Grade 3,Phd,No,>20,2,,5000-9999,Yes
167110,city_23,Male,Has relevent experience,Grade 2,Graduate,Yes,6,1,,10000+,No
167158,city_149,Female,No relevent experience,Grade 2,Masters,Yes,9,never,,,Yes
167197,city_74,,Has relevent experience,Grade 2,Graduate,Yes,2,2,,500-999,No
167289,city_28,,No relevent experience,Grade 3,Graduate,No,9,never,,50-99,No
167327,city_103,Male,Has relevent experience,Grade 1,Graduate,Yes,6,1,,1-10,Yes
167422,city_105,Male,No relevent experience,Grade 2,Graduate,Yes,3,never,,,Yes
167468,city_160,Other,Has relevent experience,Grade 3,Graduate,Yes,11,1,,100-500,Yes
167496,city_21,Male,No relevent experience,Grade 3,Graduate,No,5,1,,5000-9999,Yes
167586,city_103,Male,Has relevent experience,Grade 3,,Yes,3,never,,,Yes
167611,city_61,Male,Has relevent experience,Grade 1,Masters,Yes,>20,>4,,100-500,No
167661,city_21,,No relevent experience,Grade 1,Graduate,Yes,16,2,,100-500,Yes
167709,city_103,Male,No relevent experience,Grade 3,High School,Yes,3,never,,,No
167725,city_11,Male,Has relevent experience,Grade 1,Graduate,Yes,7,1,,<10,Yes
167818,city_21,Male,Has relevent experience,Grade 2,Masters,Yes,10,1,,10000+,Yes
167917,city_61,Male,Has relevent experience,Grade 1,Masters,Yes,12,>4,,10000+,No
167978,city_21,Male,Has relevent experience,Grade 3,Graduate,Yes,11,2,,<10,No
168055,city_40,Male,Has relevent experience,Grade 2,Masters,Yes,12,4,,1000-4999,Yes
168113,city_103,,Has relevent experience,Grade 3,Graduate,Yes,8,2,,<10,Yes
168134,city_73,,No relevent experience,Grade 3,High School,Yes,2,never,,,No
168142,city_103,Male,Has relevent experience,Grade 1,Graduate,Yes,10,1,,50-99,Yes
168162,city_21,Male,Has relevent experience,Grade 3,Graduate,Yes,5,1,,500-999,Yes
168242,city_21,Male,Has relevent experience,Grade 1,Masters,No,9,1,,10000+,No
168318,city_114,Male,Has relevent experience,Grade 3,Masters,Yes,11,3,,50-99,Yes
168350,city_103,Male,No relevent experience,Grade 2,Masters,Yes,>20,>4,,10000+,Yes
168387,city_16,Female,Has relevent experience,Grade 3,Phd,Yes,17,2,,50-99,Yes
168449,city_160,Male,Has relevent experience,Grade 2,Graduate,Yes,6,1,,50-99,Yes
168528,city_121,Other,Has relevent experience,Grade 2,Graduate,Yes,<1,1,,50-99,No
168557,city_21,,No relevent experience,Grade 1,Graduate,Yes,5,,,,Yes
168562,city_136,Male,Has relevent experience,Grade 1,Masters,No,>20,never,,1000-4999,No
168591,city_116,Female,No relevent experience,Grade 2,Masters,Yes,4,1,,,Yes
168649,city_16,Male,Has relevent experience,Grade 3,Graduate,Yes,11,4,,50-99,Yes
168674,city_103,Male,Has relevent experience,Grade 2,Graduate,Yes,>20,1,,,Yes
168717,city_21,Female,Has relevent experience,Grade 3,Masters,Yes,4,1,,500-999,Yes
168733,city_114,Male,No relevent experience,Grade 1,Graduate,Yes,5,1,,<10,Yes
168776,city_21,Male,Has relevent experience,Grade 2,Graduate,Yes,18,2,,10000+,Yes
168832,city_114,Male,No relevent experience,Grade 3,High School,Yes,7,1,,,No
168833,city_43,,Has relevent experience,Grade 2,Graduate,No,2,1,,,No
168847,city_91,,No relevent experience,Grade 2,Primary School,Yes,2,never,,,No
168877,city_114,Male,No relevent experience,Grade 3,High School,Yes,4,1,,500-999,No
168909,city_162,Male,Has relevent experience,Grade 2,Graduate,Yes,4,,,1-10,No
168998,city_21,,Has relevent experience,Grade 1,Graduate,Yes,7,4,,1000-4999,Yes
169093,city_2,Male,Has relevent experience,Grade 3,Masters,Yes,7,3,,,Yes
169163,city_46,Male,Has relevent experience,Grade 3,Graduate,Yes,4,4,,<10,Yes
169177,city_57,Male,No relevent experience,Grade 3,Graduate,Yes,5,1,,,No
169264,city_103,Female,Has relevent experience,Grade 2,Graduate,Yes,10,2,,50-99,Yes
169315,city_16,Male,Has relevent experience,Grade 3,Masters,Yes,10,>4,,100-500,Yes
169359,city_103,,Has relevent experience,Grade 2,Masters,Yes,16,1,,1000-4999,Yes
169363,city_127,Male,Has relevent experience,Grade 3,Graduate,Yes,5,2,,,Yes
169438,city_16,Male,Has relevent experience,Grade 3,Graduate,Yes,>20,>4,,100-500,No
169536,city_23,Male,Has relevent experience,Grade 3,Graduate,Yes,12,1,,,Yes
169635,city_104,,No relevent experience,Grade 2,Primary School,Yes,1,never,,,Yes
169666,city_67,Male,Has relevent experience,Grade 1,Graduate,Yes,12,1,,50-99,Yes
169708,city_10,Male,Has relevent experience,Grade 2,Graduate,Yes,8,1,,50-99,Yes
169747,city_103,Male,Has relevent experience,Grade 1,Graduate,Yes,>20,>4,,100-500,Yes
169821,city_103,Male,Has relevent experience,Grade 3,Graduate,Yes,12,1,,50-99,No
169875,city_103,,Has relevent experience,Grade 1,Masters,Yes,>20,1,,100-500,Yes
169957,city_114,Male,No relevent experience,Grade 1,Graduate,Yes,>20,>4,,,No
169960,city_19,Male,No relevent experience,Grade 2,Graduate,Yes,3,never,,,Yes
170034,city_160,Male,No relevent experience,Grade 1,Primary School,Yes,2,never,,,Yes
170100,city_114,Male,Has relevent experience,Grade 1,Masters,Yes,12,3,,100-500,No
170130,city_136,,Has relevent experience,Grade 2,Graduate,Yes,10,1,,1-10,No
170219,city_128,Male,No relevent experience,Grade 3,High School,Yes,4,never,,,No
170272,city_114,Male,Has relevent experience,Grade 3,Masters,Yes,11,4,,10000+,Yes
170282,city_71,Male,Has relevent experience,Grade 3,Graduate,Yes,3,2,,<10,Yes
170332,city_21,Female,No relevent experience,Grade 2,Masters,Yes,3,1,,100-500,No
170350,city_16,Male,No relevent experience,Grade 3,High School,Yes,11,3,,<10,No
170397,city_21,Male,Has relevent experience,Grade 1,Graduate,Yes,3,2,,50-99,Yes
170472,city_67,Male,Has relevent experience,Grade 3,High School,Yes,11,3,,100-500,No
170497,city_114,Male,Has relevent experience,Grade 1,Masters,Yes,11,1,,100-500,Yes
170545,city_99,Female,Has relevent experience,Grade 1,Masters,Yes,>20,1,,100-500,Yes
170571,city_50,Male,Has relevent experience,Grade 3,Masters,Yes,15,>4,,50-99,No
170647,city_100,Male,Has relevent experience,Grade 3,High School,Yes,16,1,,,Yes
170698,city_53,Other,No relevent experience,Grade 3,High School,Yes,2,1,,50-99,No
170786,city_21,Male,Has relevent experience,Grade 2,Graduate,Yes,4,never,,50-99,Yes
170869,city_103,,Has relevent experience,Grade 2,Masters,Yes,19,2,,5000-9999,Yes
170875,city_103,,Has relevent experience,Grade 1,Graduate,Yes,15,2,,,No
170971,city_21,,Has relevent experience,Grade 3,Graduate,Yes,7,>4,,10000+,No
171002,city_90,,No relevent experience,Grade 2,Masters,Yes,11,4,,100-500,Yes
171006,city_103,Male,No relevent experience,Grade 2,Graduate,Yes,7,1,,10000+,No
171091,city_103,Male,Has relevent experience,Grade 3,Graduate,Yes,12,1,,10000+,Yes
171154,city_103,,No relevent experience,Grade 2,Graduate,Yes,9,4,,50-99,No
171165,city_103,Male,Has relevent experience,Grade 3,Masters,Yes,>20,1,,100-500,Yes
171207,city_75,Male,Has relevent experience,Grade 1,High School,Yes,4,2,,,Yes
171267,city_103,,No relevent experience,Grade 3,Graduate,Yes,1,1,,,Yes
171354,city_37,Female,No relevent experience,Grade 3,Graduate,Yes,4,never,,,Yes
171425,city_65,Male,Has relevent experience,Grade 3,High School,Yes,9,3,,50-99,Yes
171431,city_16,Male,Has relevent experience,Grade 2,Masters,Yes,15,2,,1-10,Yes
171507,city_103,Male,Has relevent experience,Grade 3,Graduate,Yes,>20,1,,100-500,Yes
171519,city_103,Male,Has relevent experience,Grade 1,Masters,Yes,>20,>4,,1000-4999,Yes
171595,city_21,,Has relevent experience,Grade 1,Masters,Yes,<1,1,,500-999,Yes
171645,city_99,Male,Has relevent experience,Grade 3,Graduate,Yes,>20,>4,,1000-4999,Yes
171723,city_16,Male,Has relevent experience,Grade 3,Masters,Yes,>20,4,,<10,Yes
171777,city_73,Male,Has relevent experience,Grade 3,Masters,Yes,16,2,,1000-4999,Yes
171820,city_99,,Has relevent experience,Grade 2,Graduate,Yes,9,1,,1000-4999,Yes
171897,city_103,Male,No relevent experience,Grade 2,Graduate,Yes,1,never,,5000-9999,Yes
171919,city_116,,Has relevent experience,Grade 3,Primary School,Yes,2,1,,5000-9999,Yes
172004,city_103,,Has relevent experience,Grade 3,Masters,Yes,>20,>4,,<10,Yes
172058,city_160,,Has relevent experience,Grade 2,,Yes,>20,1,,,No
172080,city_101,Male,Has relevent experience,Grade 3,Masters,Yes,15,4,,100-500,No
172091,city_21,Male,Has relevent experience,Grade 3,Graduate,Yes,3,1,,100-500,Yes
172095,city_71,Male,Has relevent experience,Grade 3,High School,No,>20,>4,,<10,Yes
172123,city_103,Male,Has relevent experience,Grade 3,Graduate,Yes,>20,>4,,10000+,Yes
172180,city_73,Male,Has relevent experience,Grade 2,Graduate,Yes,4,1,,50-99,Yes
172199,city_103,Female,Has relevent experience,Grade 3,Masters,Yes,>20,2,,<10,No
172213,city_159,Male,Has relevent experience,Grade 3,Graduate,Yes,6,1,,1000-4999,Yes
172312,city_160,,No relevent experience,Grade 3,High School,Yes,2,2,,1000-4999,Yes
172323,city_28,Male,Has relevent experience,Grade 3,High School,Yes,5,1,,,Yes
172381,city_103,,Has relevent experience,Grade 3,Masters,Yes,15,2,,100-500,Yes
172452,city_71,Male,No relevent experience,Grade 3,Phd,Yes,9,1,,1-10,Yes
172551,city_45,Male,Has relevent experience,Grade 1,High School,Yes,11,1,,<10,No
172635,city_16,Male,Has relevent experience,Grade 2,Graduate,Yes,>20,1,,,Yes
172688,city_103,Male,Has relevent experience,Grade 3,Graduate,Yes,>20,>4,,1000-4999,Yes
172784,city_16,,Has relevent experience,Grade 2,Masters,Yes,10,2,,,Yes
172824,city_103,Male,Has relevent experience,Grade 3,Masters,Yes,16,1,,50-99,Yes
172832,city_114,Male,Has relevent experience,Grade 2,Masters,Yes,>20,>4,,1000-4999,Yes
172932,city_160,Male,Has relevent experience,Grade 1,Graduate,Yes,12,1,,,Yes
172971,city_103,Female,Has relevent experience,Grade 2,Masters,Yes,4,1,,5000-9999,Yes
173034,city_114,Male,Has relevent experience,Grade 1,Graduate,Yes,16,4,,1000-4999,Yes
173105,city_16,Male,Has relevent experience,Grade 3,Graduate,Yes,>20,2,,100-500,Yes
173149,city_21,,No relevent experience,Grade 2,Masters,No,<1,never,,,Yes
173248,city_158,Male,Has relevent experience,Grade 2,Graduate,Yes,4,1,,50-99,Yes
173287,city_20,,Has relevent experience,Grade 3,Graduate,Yes,6,4,,1-10,Yes
173302,city_16,Male,Has relevent experience,Grade 2,High School,Yes,11,1,,500-999,Yes
173332,city_103,Male,Has relevent experience,Grade 2,Graduate,Yes,>20,>4,,50-99,No
173342,city_136,Male,Has relevent experience,Grade 1,Masters,Yes,19,1,,50-99,Yes
173389,city_16,Male,Has relevent experience,Grade 3,Masters,No,11,>4,,100-500,Yes
173431,city_160,Male,No relevent experience,Grade 3,Graduate,Yes,>20,>4,,<10,Yes
173485,city_160,Male,Has relevent experience,Grade 1,Masters,Yes,11,4,,1000-4999,Yes
173523,city_103,,Has relevent experience,Grade 1,Graduate,Yes,14,1,,,No
173564,city_45,Male,No relevent experience,Grade 3,Phd,Yes,>20,1,,100-500,Yes
173635,city_75,Male,Has relevent experience,Grade 3,Graduate,No,8,4,,,Yes
173650,city_103,Male,Has relevent experience,Grade 2,High School,Yes,7,1,,100-500,Yes
173675,city_102,Male,Has relevent experience,Grade 3,Primary School,No,>20,1,,<10,Yes
173727,city_150,Other,No relevent experience,Grade 2,,Yes,>20,never,,,Yes
173777,city_67,Male,Has relevent experience,Grade 1,Graduate,Yes,5,1,,100-500,Yes
173834,city_114,Male,Has relevent experience,Grade 2,Masters,Yes,18,4,,50-99,Yes
173835,city_103,Male,Has relevent experience,Grade 1,Graduate,Yes,>20,1,,1000-4999,Yes
173891,city_75,Female,Has relevent experience,Grade 1,Graduate,Yes,>20,>4,,5000-9999,Yes
173898,city_21,,No relevent experience,Grade 1,Graduate,Yes,1,never,,,Yes
173988,city_136,Male,Has relevent experience,Grade 3,Graduate,No,7,1,,50-99,Yes
174051,city_21,Female,Has relevent experience,Grade 2,Graduate,Yes,3,2,,50-99,No
174096,city_103,Male,Has relevent experience,Grade 2,Graduate,Yes,5,4,,5000-9999,No
174192,city_65,Male,Has relevent experience,Grade 3,Graduate,Yes,10,2,,100-500,Yes
174223,city_71,Male,Has relevent experience,Grade 2,Graduate,Yes,6,1,,<10,No
174253,city_23,Male,No relevent experience,Grade 3,Masters,Yes,13,>4,,1-10,Yes
174275,city_21,Male,Has relevent experience,Grade 2,Graduate,Yes,8,1,,100-500,Yes
174332,city_160,Male,Has relevent experience,Grade 3,Graduate,Yes,13,1,,500-999,Yes
174344,city_103,Male,Has relevent experience,Grade 3,Masters,Yes,15,4,,,No
174419,city_123,,Has relevent experience,Grade 2,Masters,No,10,1,,1000-4999,Yes
174502,city_102,Male,No relevent experience,Grade 3,,Yes,3,never,,,No
174580,city_103,Male,No relevent experience,Grade 3,Graduate,Yes,4,2,,1000-4999,Yes
174652,city_103,Male,Has relevent experience,Grade 2,Graduate,Yes,>20,>4,,1-10,Yes
174675,city_159,Male,No relevent experience,Grade 3,Masters,Yes,6,1,,100-500,No
174679,city_103,Male,Has relevent experience,Grade 2,Masters,Yes,>20,>4,,,No
174697,city_103,Female,Has relevent experience,Grade 2,Masters,Yes,>20,>4,,10000+,Yes
174777,city_10,Male,Has relevent experience,Grade 3,Masters,Yes,>20,>4,,1000-4999,No
174829,city_103,Male,Has relevent experience,Grade 3,Graduate,No,>20,3,,<10,Yes
174876,city_16,Male,No relevent experience,Grade 3,Graduate,Yes,>20,>4,,50-99,Yes
174924,city_36,Male,Has relevent experience,Grade 3,Masters,Yes,13,1,,50-99,Yes
175019,city_103,Male,Has relevent experience,Grade 3,Masters,Yes,>20,1,,50-99,No
175075,city_11,,No relevent experience,Grade 3,Graduate,Yes,6,1,,<10,Yes
175109,city_134,,No relevent experience,Grade 3,Phd,Yes,6,never,,,Yes
175129,city_71,,No relevent experience,Grade 3,Graduate,Yes,6,never,,,Yes
175183,city_16,,Has relevent experience,Grade 2,Graduate,Yes,9,2,,50-99,No
175248,city_71,Male,Has relevent experience,Grade 3,Masters,Yes,7,2,,50-99,No
175265,city_103,Male,Has relevent experience,Grade 1,Graduate,Yes,>20,>4,,10000+,Yes
175299,city_40,Female,Has relevent experience,Grade 3,Graduate,No,10,>4,,50-99,No
175363,city_160,Male,No relevent experience,Grade 3,Graduate,Yes,16,>4,,50-99,Yes
175457,city_173,Male,No relevent experience,Grade 3,High School,Yes,3,1,,,No
175483,city_50,,No relevent experience,Grade 1,Graduate,Yes,9,>4,,1-10,Yes
175581,city_16,Male,Has relevent experience,Grade 3,Graduate,Yes,2,1,,<10,Yes
175652,city_103,Male,Has relevent experience,Grade 2,Graduate,Yes,3,1,,1-10,Yes
175726,city_16,Male,Has relevent experience,Grade 3,Graduate,Yes,>20,>4,,1000-4999,No
175767,city_71,Male,Has relevent experience,Grade 3,Masters,Yes,>20,>4,,,No
175818,city_173,,No relevent experience,Grade 3,Graduate,Yes,2,1,,100-500,No
175837,city_45,Male,Has relevent experience,Grade 3,High School,Yes,10,>4,,1-10,Yes
175876,city_127,,No relevent experience,Grade 3,Graduate,Yes,3,1,,,Yes
175963,city_21,Male,Has relevent experience,Grade 1,Graduate,Yes,11,2,,<10,Yes
176043,city_103,,Has relevent experience,Grade 1,Masters,Yes,7,4,,500-999,Yes
176089,city_2,,No relevent experience,Grade 3,Masters,Yes,<1,never,,<10,No
176099,city_160,Male,Has relevent experience,Grade 3,Graduate,Yes,>20,2,,100-500,Yes
176111,city_127,Male,No relevent experience,Grade 3,Graduate,Yes,<1,never,,,Yes
176158,city_103,Male,Has relevent experience,Grade 2,Graduate,Yes,5,2,,10000+,No
176177,city_103,Male,Has relevent experience,Grade 2,Graduate,Yes,12,1,,10000+,No
176237,city_159,Male,No relevent experience,Grade 3,Graduate,Yes,5,never,,,Yes
176303,city_21,Male,No relevent experience,Grade 3,High School,Yes,5,never,,,No
176402,city_98,Male,Has relevent experience,Grade 2,Graduate,Yes,15,>4,,50-99,Yes
176484,city_103,,Has relevent experience,Grade 1,Graduate,Yes,8,1,,10000+,Yes
176548,city_21,,Has relevent experience,Grade 3,Graduate,No,3,1,,1-10,Yes
176638,city_176,Male,No relevent experience,Grade 1,Graduate,Yes,3,1,,,Yes
176674,city_103,Male,Has relevent experience,Grade 3,Graduate,Yes,>20,>4,,50-99,Yes
176753,city_160,Male,Has relevent experience,Grade 2,High School,Yes,12,1,,100-500,Yes
176788,city_176,Male,Has relevent experience,Grade 2,Graduate,Yes,5,>4,,<10,Yes
176851,city_16,Male,Has relevent experience,Grade 2,Graduate,Yes,5,4,,50-99,No
176927,city_160,Male,Has relevent experience,Grade 2,Masters,Yes,>20,2,,,Yes
176974,city_103,Male,Has relevent experience,Grade 1,Graduate,Yes,>20,1,,50-99,Yes
177029,city_16,Male,Has relevent experience,Grade 2,Graduate,No,13,1,,,Yes
177038,city_21,,No relevent experience,Grade 2,Masters,Yes,2,2,,50-99,Yes
177057,city_114,,No relevent experience,Grade 1,High School,Yes,4,never,,,Yes
177126,city_21,,Has relevent experience,Grade 1,Graduate,Yes,6,1,,,Yes
177182,city_160,Female,No relevent experience,Grade 3,Graduate,Yes,1,1,,100-500,No
177253,city_21,Male,Has relevent experience,Grade 3,Graduate,Yes,10,>4,,10000+,Yes
177310,city_114,Male,Has relevent experience,Grade 1,Graduate,Yes,12,1,,10000+,Yes
177344,city_102,Male,Has relevent experience,Grade 2,Graduate,Yes,>20,>4,,500-999,Yes
177359,city_21,Female,Has relevent experience,Grade 3,Graduate,No,3,1,,5000-9999,No
177402,city_40,Male,Has relevent experience,Grade 3,Masters,Yes,18,3,,100-500,Yes
177426,city_102,Male,No relevent experience,Grade 1,Graduate,Yes,8,>4,,,Yes
177471,city_103,Male,Has relevent experience,Grade 2,Masters,Yes,16,>4,,10000+,Yes
177566,city_28,Male,Has relevent experience,Grade 2,Masters,Yes,20,>4,,100-500,Yes
177597,city_103,Male,Has relevent experience,Grade 1,Graduate,Yes,9,3,,100-500,Yes
177638,city_102,Male,Has relevent experience,Grade 2,Masters,Yes,11,1,,50-99,Yes
177734,city_173,Male,Has relevent experience,Grade 3,Graduate,Yes,>20,>4,,1-10,No
177797,city_114,Male,No relevent experience,Grade 3,Masters,Yes,>20,>4,,100-500,Yes
177826,city_128,Male,Has relevent experience,Grade 3,Graduate,Yes,4,1,,,No
177904,city_160,Male,Has relevent experience,Grade 3,Graduate,Yes,>20,>4,,500-999,Yes
177968,city_21,,Has relevent experience,Grade 2,Graduate,Yes,7,2,,50-99,Yes
178028,city_160,,Has relevent experience,Grade 1,Graduate,Yes,20,2,,50-99,Yes
178063,city_21,,Has relevent experience,Grade 3,,Yes,4,1,,<10,No
178072,city_162,,Has relevent experience,Grade 1,Graduate,Yes,16,>4,,100-500,Yes
178131,city_159,Male,No relevent experience,Grade 3,Masters,Yes,3,1,,,Yes
178170,city_103,Male,No relevent experience,Grade 1,High School,Yes,4,1,,,Yes
178180,city_100,,Has relevent experience,Grade 3,,Yes,1,never,,5000-9999,Yes
178206,city_65,Male,No relevent experience,Grade 3,Graduate,Yes,<1,2,,,No
178217,city_36,Male,Has relevent experience,Grade 3,Graduate,Yes,10,2,,,Yes
178279,city_23,Male,No relevent experience,Grade 3,Graduate,Yes,5,1,,1000-4999,Yes
178286,city_103,Male,Has relevent experience,Grade 2,Masters,Yes,>20,>4,,10000+,No
178310,city_46,Male,Has relevent experience,Grade 2,Graduate,Yes,2,1,,1-10,Yes
178381,city_61,Male,Has relevent experience,Grade 2,Graduate,Yes,>20,1,,,No
178469,city_16,Male,No relevent experience,Grade 1,High School,Yes,5,1,,,Yes
178552,city_16,,Has relevent experience,Grade 3,Graduate,Yes,19,3,,,Yes
178650,city_16,Other,Has relevent experience,Grade 2,Graduate,Yes,5,>4,,1000-4999,Yes
178725,city_103,Male,Has relevent experience,Grade 2,Graduate,Yes,>20,1,,5000-9999,Yes
178732,city_103,,No relevent experience,Grade 2,Phd,Yes,8,3,,100-500,Yes
178794,city_150,,No relevent experience,Grade 2,High School,Yes,2,,,,No
178890,city_103,Male,Has relevent experience,Grade 1,Graduate,Yes,7,3,,50-99,Yes
178925,city_16,Male,Has relevent experience,Grade 3,Graduate,No,16,3,,1000-4999,Yes
178955,city_16,Male,Has relevent experience,Grade 2,Graduate,Yes,12,1,,50-99,Yes
179000,city_149,,Has relevent experience,Grade 2,Graduate,Yes,>20,1,,,Yes
179090,city_21,,Has relevent experience,Grade 3,Graduate,Yes,4,2,,,Yes
179183,city_40,,Has relevent experience,Grade 2,Graduate,Yes,7,1,,,Yes
179280,city_103,,Has relevent experience,Grade 2,Graduate,Yes,>20,1,,<10,Yes
179292,city_160,Male,Has relevent experience,Grade 2,Graduate,Yes,5,2,,1-10,No
179352,city_103,Male,No relevent experience,Grade 3,Graduate,Yes,6,2,,,Yes
179386,city_61,Male,Has relevent experience,Grade 3,Masters,Yes,>20,>4,,,Yes
179389,city_103,Male,Has relevent experience,Grade 3,Graduate,Yes,>20,2,,,Yes
179425,city_136,Male,Has relevent experience,Grade 2,Masters,Yes,8,2,,100-500,Yes
179524,city_143,Male,Has relevent experience,Grade 3,Masters,Yes,>20,>4,,,No
179602,city_102,Male,Has relevent experience,Grade 1,Graduate,Yes,13,1,,50-99,Yes
179654,city_103,Female,No relevent experience,Grade 3,Graduate,Yes,8,never,,,No
179661,city_21,,Has relevent experience,Grade 2,Masters,Yes,5,1,,50-99,Yes
179745,city_103,Male,Has relevent experience,Grade 3,Graduate,Yes,>20,>4,,100-500,Yes
179772,city_103,Male,Has relevent experience,Grade 2,Graduate,Yes,>20,>4,,100-500,Yes
179856,city_103,,No relevent experience,Grade 2,Graduate,Yes,5,,,1000-4999,No
179878,city_101,,Has relevent experience,Grade 3,Graduate,Yes,3,1,,<10,No
179962,city_160,Male,Has relevent experience,Grade 3,Graduate,Yes,4,1,,100-500,No
180055,city_67,Female,Has relevent experience,Grade 3,Graduate,Yes,2,1,,,No
180069,city_103,,Has relevent experience,Grade 3,,No,7,4,,500-999,Yes
180134,city_21,Male,Has relevent experience,Grade 3,Graduate,Yes,4,1,,500-999,No
180146,city_23,Male,Has relevent experience,Grade 1,Graduate,Yes,4,never,,1000-4999,Yes
180213,city_103,Male,Has relevent experience,Grade 2,Graduate,Yes,7,1,,,Yes
180292,city_94,Male,No relevent experience,Grade 3,High School,Yes,16,never,,,No
180303,city_136,Male,Has relevent experience,Grade 3,Masters,Yes,11,1,,50-99,Yes
180339,city_103,Female,Has relevent experience,Grade 2,Graduate,Yes,10,1,,10000+,Yes
180364,city_61,Female,No relevent experience,Grade 1,Graduate,No,2,2,,50-99,Yes
180440,city_162,Male,Has relevent experience,Grade 1,Graduate,Yes,9,1,,,Yes
180483,city_103,Male,No relevent experience,Grade 2,High School,Yes,7,1,,,No
180575,city_74,,Has relevent experience,Grade 3,Masters,Yes,12,>4,,50-99,Yes
180586,city_21,Male,Has relevent experience,Grade 2,Graduate,Yes,5,never,,10000+,Yes
180677,city_75,Male,Has relevent experience,Grade 2,Graduate,No,>20,1,,,No
180775,city_21,Male,Has relevent experience,Grade 2,Graduate,Yes,5,2,,50-99,Yes
180834,city_50,Male,Has relevent experience,Grade 1,Graduate,No,10,1,,<10,Yes
180921,city_21,Male,Has relevent experience,Grade 3,Graduate,Yes,3,1,,50-99,Yes
180948,city_102,Male,Has relevent experience,Grade 2,,Yes,8,>4,,1000-4999,Yes
180993,city_103,Male,Has relevent experience,Grade 3,Graduate,Yes,>20,2,,10000+,Yes
181014,city_103,Male,No relevent experience,Grade 3,Graduate,Yes,>20,2,,10000+,Yes
181031,city_102,Male,Has relevent experience,Grade 3,Masters,Yes,>20,2,,10000+,Yes
181092,city_21,Male,No relevent experience,Grade 3,Graduate,Yes,4,never,,,Yes
181172,city_89,,Has relevent experience,Grade 3,Graduate,Yes,>20,1,,<10,Yes
181227,city_28,Male,Has relevent experience,Grade 2,Graduate,Yes,17,3,,10000+,Yes
181327,city_136,Male,Has relevent experience,Grade 2,Masters,Yes,6,1,,<10,Yes
181332,city_173,Male,Has relevent experience,Grade 2,High School,Yes,12,3,,1000-4999,Yes
181423,city_21,Male,No relevent experience,Grade 3,Primary School,Yes,3,never,,,No
181454,city_12,Male,No relevent experience,Grade 3,Graduate,Yes,6,1,,50-99,Yes
181545,city_40,,Has relevent experience,Grade 3,Graduate,Yes,20,1,,,No
181553,city_21,Male,Has relevent experience,Grade 2,Graduate,Yes,3,1,,100-500,No
181569,city_103,Male,Has relevent experience,Grade 2,Graduate,Yes,11,2,,100-500,No
181659,city_42,Male,No relevent experience,Grade 3,Graduate,Yes,5,1,,5000-9999,No
181740,city_21,Male,No relevent experience,Grade 3,Graduate,Yes,8,never,,,Yes
181749,city_103,,Has relevent experience,Grade 3,Phd,Yes,9,1,,500-999,Yes
181789,city_45,Male,Has relevent experience,Grade 3,High School,Yes,15,1,,,Yes
181822,city_21,Male,Has relevent experience,Grade 3,Graduate,Yes,13,2,,100-500,Yes
181829,city_16,Male,Has relevent experience,Grade 3,Graduate,Yes,10,1,,<10,No
181850,city_114,Male,Has relevent experience,Grade 2,Phd,Yes,>20,1,,50-99,Yes
181921,city_103,,Has relevent experience,Grade 2,Masters,No,>20,>4,,1000-4999,No
181960,city_103,Male,Has relevent experience,Grade 3,Masters,Yes,5,1,,50-99,Yes
182015,city_28,Male,No relevent experience,Grade 3,High School,Yes,3,2,,,No
182018,city_117,,No relevent experience,Grade 1,Graduate,Yes,3,1,,,Yes
182026,city_165,Male,Has relevent experience,Grade 2,Masters,No,>20,2,,10000+,No
182115,city_152,,Has relevent experience,Grade 1,Graduate,Yes,19,2,,50-99,Yes
182187,city_75,Male,Has relevent experience,Grade 3,Graduate,Yes,>20,>4,,1-10,Yes
182190,city_21,Male,Has relevent experience,Grade 1,Graduate,Yes,3,3,,1-10,Yes
182203,city_16,,Has relevent experience,Grade 1,Phd,Yes,>20,>4,,100-500,Yes
182232,city_91,,Has relevent experience,Grade 3,Graduate,Yes,8,3,,10000+,No
182298,city_21,Male,Has relevent experience,Grade 3,Masters,Yes,8,1,,5000-9999,Yes
182374,city_103,Male,Has relevent experience,Grade 3,Graduate,Yes,>20,>4,,,Yes
